Date,Close,High,Low,Open,Volume
19-03-2020,136.3486785888672,143.4570268009298,132.8040461931456,136.40600174385253,85922700.0
07-07-2022,261.7602233886719,262.40389965528806,258.463834218406,258.5613663368552,20859900.0
10-09-2018,102.25936126708984,102.50243726861328,101.30576638837644,101.75451440210472,20727900.0
20-09-2023,,325.23059969956495,316.2707116235492,325.15167108778996,21436500.0
24-10-2019,132.88575744628906,133.3415570369152,131.6797729046162,132.36347953535926,37029300.0
24-05-2017,62.820167541503906,62.92065114059173,62.52785351760735,62.911521336540886,14593900.0
21-12-2016,57.36408996582031,57.50853827411775,56.98491100408995,57.26478110813095,17096300.0
03-01-2017,56.49740982055664,56.73213707038917,56.09114780746195,56.68699761202752,20694100.0
29-12-2023,371.8194274902344,372.9268520562424,369.28816271791425,371.7798679914323,18723000.0
08-04-2024,420.600830078125,423.26555903906655,419.3229415986936,421.175397711729,14272400.0
07-09-2017,68.27010345458984,68.50887630384032,67.59052673674742,67.66399638366313,17471200.0
06-02-2019,99.5556869506836,100.46645879810303,99.0862175170476,100.46645879810303,20609800.0
19-04-2022,277.59552001953125,278.4420507901121,270.8915984998425,271.8354050361262,22297700.0
28-02-2020,154.78836059570312,156.4125943556021,145.2245639669726,145.61629161864823,97012700.0
30-10-2023,332.8484802246094,334.9601894195528,327.44095201134724,329.0000705992629,22828100.0
25-06-2021,256.370361328125,258.52759001286825,256.11886718986153,257.5408910360892,25611100.0
08-02-2017,57.18354415893555,57.607862685839315,57.07520875944191,57.391188442931785,18096400.0
14-06-2017,64.19039916992188,64.94859116355168,63.42307737105578,64.77503426294167,25510700.0
11-10-2017,70.18023681640625,70.2169716213244,69.74861161667745,70.12513811225283,15388900.0
05-06-2020,179.3536376953125,179.86142193992043,174.3811706403524,174.96560349423308,39893600.0
18-10-2022,233.0935516357422,238.40045426951124,230.03449941447604,237.7261080934971,26329600.0
09-11-2016,53.9571418762207,54.33377653318157,53.087301602859405,53.80469687705808,49632500.0
29-03-2022,306.8924255371094,307.29135714004815,300.7041605046977,305.4329327088514,30393400.0
27-01-2025,432.8956604003906,433.5332238334213,421.8780219291722,422.3860783898249,35647800.0
24-03-2016,47.975868225097656,48.0820706979606,47.55106846167111,47.64841904045794,19950000.0
23-11-2021,327.883056640625,329.60172350513506,323.88259282379204,327.2713297656087,30427600.0
10-06-2016,45.87848281860352,46.386461090517585,45.48636025420614,45.495270662651265,25833200.0
11-11-2020,207.97496032714844,209.40594926972497,203.79720768779484,203.97968632855515,29440800.0
14-11-2024,424.4055480957031,425.6780973820496,417.5556327945319,422.526533184943,30246900.0
05-12-2022,245.21746826171875,248.76538908628115,243.1200852129101,246.9914211965386,23435300.0
14-06-2023,332.1748352050781,333.84881777710495,327.7141972305495,329.22076952524964,26003800.0
25-10-2022,244.9779052734375,245.34928108433223,240.25739257196295,241.6549693897686,34775500.0
29-12-2017,78.9500961303711,79.4208082796713,78.91317684006965,79.0331592523234,18717400.0
24-02-2023,244.8687744140625,246.6176955175455,243.7683337176813,245.59585986981725,24990900.0
27-02-2017,58.338584899902344,58.62014831179078,58.175094902445075,58.62014831179078,15871500.0
10-06-2022,246.7313995361328,254.13361548711077,,254.13361548711077,31422800.0
27-06-2018,90.840576171875,93.15023619523852,90.71019248210663,92.74046192970007,31298400.0
23-03-2020,129.9186553955078,134.3040661443452,126.61289387434712,130.90274173665898,78975200.0
06-06-2018,95.45060729980467,95.5530526630621,94.90113408358728,95.44129925251193,21122900.0
11-05-2018,90.5969009399414,90.754546783877,89.98488868749172,90.68963628627304,16778300.0
01-04-2021,233.90020751953125,234.3731137073442,229.7501287870753,230.15548325953267,30338000.0
21-08-2018,99.08072662353516,100.36153533633042,98.95918503223808,99.9595279638484,22881900.0
16-02-2024,400.2637023925781,404.45397083978673,399.6495323619633,404.1270543842311,22281100.0
17-03-2025,387.98773193359375,391.9903630236123,384.8634626840814,385.9913968692823,22474300.0
04-10-2022,243.23826599121097,244.6847124207283,239.42666423266377,239.53417129307425,34888400.0
31-05-2023,323.36187744140625,330.79626374577583,322.3180799641337,327.2021566585661,45950600.0
04-08-2022,276.6329345703125,276.7792178512748,273.23904340150466,274.8286947381224,18098700.0
10-10-2016,52.04707717895508,52.360936539874274,51.89462876021542,51.930499378837744,18196500.0
03-08-2023,321.6583557128906,324.82905395091615,320.9592352774214,321.0084576833229,18253700.0
29-11-2019,144.2382354736328,145.11483019055314,144.1429474339815,144.92426865016412,11977300.0
13-08-2021,283.2920227050781,283.3403790058654,279.8578692242023,280.03201685444884,18249000.0
13-09-2023,331.61505126953125,332.39461065187623,326.789745222865,326.92787783331875,16544400.0
03-06-2019,113.42129516601562,117.70867174883416,112.63575594531044,117.21651921314744,37983600.0
06-12-2024,441.87115478515625,444.3914637865622,440.0780304611881,440.605999369761,18821000.0
01-10-2020,204.0469207763672,205.51633398281396,202.9520635901017,205.03613320542445,27158400.0
08-03-2018,87.56463623046875,88.18592338231853,86.95261695273274,87.41626534809164,25887800.0
04-05-2022,282.1491394042969,283.0248290854527,269.256953889885,274.9586911173627,33599300.0
26-12-2018,94.41970825195312,94.54177491269796,88.22271197590663,89.33066033764952,51634800.0
02-01-2018,79.32853698730469,79.66080368594021,78.91320713482894,79.49467033662245,22483800.0
20-10-2017,72.37509155273438,72.52203077431383,71.83326893766748,71.9251024479308,22866400.0
22-04-2021,248.20347595214844,252.6527286978144,246.7268076678221,251.1374615407011,25606200.0
02-01-2020,153.0423126220703,153.14712365624922,150.86035596005522,151.28912308572728,22622100.0
